3727.00 [OII]
3729.00 [OII]
4340.47 Hg
4861.33 Hb
4959.00 [OIII]
5007.00 [OIII]
6548.40 NII
6562.85 Ha
6583.90 NII
6716.00 [SII]
6731.00 [SII]
9069.00 [SIII]
9532.00 [SIII]
